,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,passenger_group,passenger_num,deck,num,side,First Name,Last Name,total_passenger,total_expense,with_family
4112,4390_03,Mars,False,F/903/P,TRAPPIST-1e,27.0,False,875.0,0.0,61.0,289.0,0.0,Rants Vloaf,False,4390,3,F,903,P,Rants,Vloaf,3,1225.0,1
4115,4393_01,Earth,True,G/722/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Annah Cookson,False,4393,1,G,722,P,Annah,Cookson,2,0.0,1
4116,4393_02,Earth,False,E/278/P,TRAPPIST-1e,18.0,False,754.0,0.0,34.0,0.0,0.0,Thell Cookson,False,4393,2,E,278,P,Thell,Cookson,2,788.0,1
4121,4400_01,Mars,False,E/285/S,TRAPPIST-1e,32.0,False,689.0,0.0,610.0,0.0,0.0,Gibers Sepie,False,4400,1,E,285,S,Gibers,Sepie,3,1299.0,1
4122,4400_02,Mars,False,F/830/S,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Conk Sepie,True,4400,2,F,830,S,Conk,Sepie,3,0.0,1
4123,4400_03,Mars,True,F/830/S,,5.0,False,0.0,0.0,0.0,0.0,0.0,Flyros Sepie,True,4400,3,F,830,S,Flyros,Sepie,3,0.0,1
4124,4401_01,Earth,,G/716/S,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Tonyan Loverthyo,True,4401,1,G,716,S,Tonyan,Loverthyo,2,0.0,1
4125,4401_02,Earth,True,G/716/S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Eriana Loverthyo,True,4401,2,G,716,S,Eriana,Loverthyo,2,0.0,1
4127,4403_01,Earth,False,F/831/S,TRAPPIST-1e,55.0,False,134.0,935.0,0.0,6.0,394.0,Lina Peter,False,4403,1,F,831,S,Lina,Peter,2,1469.0,1
4128,4403_02,Earth,False,G/717/S,,41.0,False,7.0,0.0,297.0,108.0,361.0,Kylen Peter,False,4403,2,G,717,S,Kylen,Peter,2,773.0,1
4139,4422_01,Europa,True,B/172/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Glueba Dinsprody,True,4422,1,B,172,S,Glueba,Dinsprody,2,0.0,1
4140,4422_02,Europa,False,B/172/S,TRAPPIST-1e,29.0,False,0.0,6338.0,0.0,1366.0,89.0,Ranark Dinsprody,True,4422,2,B,172,S,Ranark,Dinsprody,2,7793.0,1
4143,4427_01,Europa,False,D/141/S,55 Cancri e,39.0,False,3.0,83.0,0.0,805.0,2983.0,Coxaron Dedentive,False,4427,1,D,141,S,Coxaron,Dedentive,2,3874.0,1
4144,4427_02,Europa,False,D/141/S,TRAPPIST-1e,31.0,False,0.0,46.0,0.0,209.0,2908.0,Cheleon Dedentive,False,4427,2,D,141,S,Cheleon,Dedentive,2,3163.0,1
4155,4441_01,Europa,True,B/144/P,55 Cancri e,31.0,True,0.0,0.0,0.0,0.0,0.0,Kabiton Clinarfork,True,4441,1,B,144,P,Kabiton,Clinarfork,3,0.0,1
4156,4441_02,Europa,True,B/144/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,,True,4441,2,B,144,P,,,3,0.0,0
4157,4441_03,Europa,False,B/144/P,55 Cancri e,50.0,False,0.0,4558.0,0.0,1.0,267.0,Weias Clinarfork,True,4441,3,B,144,P,Weias,Clinarfork,3,4826.0,1
4160,4446_01,Europa,False,B/175/S,TRAPPIST-1e,38.0,False,2.0,114.0,771.0,3094.0,448.0,Asellan Chocaters,False,4446,1,B,175,S,Asellan,Chocaters,5,4429.0,1
4161,4446_02,Europa,False,B/175/S,TRAPPIST-1e,37.0,False,0.0,3603.0,33.0,7113.0,1.0,Fomamak Chocaters,False,4446,2,B,175,S,Fomamak,Chocaters,5,10750.0,1
4162,4446_03,Europa,True,B/175/S,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,Wasaton Chocaters,True,4446,3,B,175,S,Wasaton,Chocaters,5,0.0,1
4163,4446_04,Europa,False,B/175/S,55 Cancri e,41.0,False,35.0,6103.0,0.0,180.0,160.0,Grum Chocaters,True,4446,4,B,175,S,Grum,Chocaters,5,6478.0,1
4164,4446_05,Europa,,B/175/S,TRAPPIST-1e,33.0,False,0.0,4017.0,,,2260.0,Phah Chocaters,True,4446,5,B,175,S,Phah,Chocaters,5,6277.0,1
4168,4450_01,Europa,True,C/140/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Zaurah Clugete,True,4450,1,C,140,P,Zaurah,Clugete,4,0.0,1
4169,4450_02,Europa,False,C/140/P,55 Cancri e,65.0,False,0.0,7194.0,0.0,6.0,,Ranons Clugete,True,4450,2,C,140,P,Ranons,Clugete,4,7200.0,1
4170,4450_03,Europa,True,C/140/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Genons Clugete,True,4450,3,C,140,P,Genons,Clugete,4,0.0,1
4171,4450_04,Europa,False,C/140/P,TRAPPIST-1e,28.0,False,0.0,3627.0,0.0,31.0,3263.0,Altar Clugete,False,4450,4,C,140,P,Altar,Clugete,4,6921.0,1
4180,4463_01,Europa,True,B/145/P,,29.0,False,0.0,0.0,0.0,0.0,0.0,Maiam Boltund,True,4463,1,B,145,P,Maiam,Boltund,2,0.0,1
4181,4463_02,Europa,True,B/145/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Ionium Boltund,True,4463,2,B,145,P,Ionium,Boltund,2,0.0,1
4183,4465_01,Europa,True,A/54/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Aldhib Diabysid,False,4465,1,A,54,S,Aldhib,Diabysid,3,0.0,1
4184,4465_02,Europa,False,A/54/S,TRAPPIST-1e,43.0,False,31.0,76.0,0.0,1353.0,1713.0,Terons Diabysid,False,4465,2,A,54,S,Terons,Diabysid,3,3173.0,1
4185,4465_03,Europa,False,A/54/S,TRAPPIST-1e,28.0,False,0.0,1883.0,0.0,1.0,4560.0,Gemmark Diabysid,False,4465,3,A,54,S,Gemmark,Diabysid,3,6444.0,1
4188,4469_01,Europa,True,B/146/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Dabik Brakeded,True,4469,1,B,146,P,Dabik,Brakeded,2,0.0,0
4189,4469_02,Europa,False,B/146/P,55 Cancri e,43.0,False,0.0,39.0,327.0,4643.0,85.0,Coxan Windend,False,4469,2,B,146,P,Coxan,Windend,2,5094.0,0
4191,4472_01,Earth,False,G/734/P,PSO J318.5-22,24.0,False,0.0,266.0,1455.0,59.0,0.0,Colly Bartez,False,4472,1,G,734,P,Colly,Bartez,2,1780.0,1
4192,4472_02,Earth,False,F/920/P,TRAPPIST-1e,27.0,False,110.0,0.0,638.0,0.0,0.0,Kerrie Bartez,False,4472,2,F,920,P,Kerrie,Bartez,2,748.0,1
4193,4473_01,Mars,False,F/841/S,55 Cancri e,13.0,False,2244.0,31.0,507.0,0.0,142.0,,False,4473,1,F,841,S,,,2,2924.0,0
4194,4473_02,Mars,False,E/292/S,TRAPPIST-1e,27.0,False,994.0,0.0,26.0,1.0,0.0,Terek Welte,False,4473,2,E,292,S,Terek,Welte,2,1021.0,0
4195,4474_01,Earth,True,G/730/S,TRAPPIST-1e,2.0,False,,0.0,0.0,0.0,0.0,Helley Tuckers,True,4474,1,G,730,S,Helley,Tuckers,3,0.0,1
4196,4474_02,Earth,True,G/730/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Stancy Garden,True,4474,2,G,730,S,Stancy,Garden,3,0.0,0
4197,4474_03,Earth,True,G/730/S,TRAPPIST-1e,2.0,False,0.0,0.0,,0.0,,Carita Tuckers,True,4474,3,G,730,S,Carita,Tuckers,3,0.0,1
4198,4475_01,Europa,False,A/55/S,TRAPPIST-1e,50.0,True,13.0,239.0,0.0,161.0,2355.0,Wasaton Fairdised,False,4475,1,A,55,S,Wasaton,Fairdised,2,2768.0,1
4199,4475_02,Europa,True,A/55/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Nesham Fairdised,True,4475,2,A,55,S,Nesham,Fairdised,2,0.0,1
4203,4482_01,Earth,False,G/732/S,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Eillis Bartines,False,4482,1,G,732,S,Eillis,Bartines,5,0.0,1
4204,4482_02,Earth,False,G/732/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Idave Anthompson,True,4482,2,G,732,S,Idave,Anthompson,5,0.0,0
4205,4482_03,Earth,False,G/732/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Ally Bartines,True,4482,3,G,732,S,Ally,Bartines,5,0.0,1
4206,4482_04,Earth,True,G/732/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Evan Bartines,False,4482,4,G,732,S,Evan,Bartines,5,0.0,1
4207,4482_05,Earth,True,G/732/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Allia Bartines,True,4482,5,G,732,S,Allia,Bartines,5,0.0,1
4208,4483_01,Mars,False,D/151/P,TRAPPIST-1e,25.0,False,1956.0,0.0,161.0,239.0,28.0,Price Tepie,False,4483,1,D,151,P,Price,Tepie,2,2384.0,1
4209,4483_02,Mars,False,D/151/P,TRAPPIST-1e,63.0,False,3087.0,0.0,60.0,2.0,0.0,Fowoos Tepie,False,4483,2,D,151,P,Fowoos,Tepie,2,3149.0,1
4210,4485_01,Mars,True,F/922/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Rooses Tirte,True,4485,1,F,922,P,Rooses,Tirte,2,0.0,1
4211,4485_02,Mars,False,F/922/P,TRAPPIST-1e,35.0,False,1219.0,0.0,1742.0,740.0,0.0,Mos Tirte,False,4485,2,F,922,P,Mos,Tirte,2,3701.0,1
4221,4498_01,Earth,False,G/734/S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,Valex Munozanson,False,4498,1,G,734,S,Valex,Munozanson,8,0.0,1
4222,4498_02,Earth,True,G/734/S,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Loise Beckeetter,False,4498,2,G,734,S,Loise,Beckeetter,8,0.0,1
4223,4498_03,Earth,True,G/734/S,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,Lorie Beckeetter,True,4498,3,G,734,S,Lorie,Beckeetter,8,0.0,1
4224,4498_04,Earth,False,G/734/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,,Dandy Munozanson,False,4498,4,G,734,S,Dandy,Munozanson,8,0.0,1
4225,4498_05,Earth,True,G/734/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Karay Beckeetter,True,4498,5,G,734,S,Karay,Beckeetter,8,0.0,1
4226,4498_06,Earth,False,G/734/S,TRAPPIST-1e,15.0,False,0.0,893.0,0.0,0.0,0.0,Line Munozanson,True,4498,6,G,734,S,Line,Munozanson,8,893.0,1
4227,4498_07,Earth,False,G/734/S,TRAPPIST-1e,39.0,False,0.0,2.0,0.0,69.0,836.0,Dary Mallerez,False,4498,7,G,734,S,Dary,Mallerez,8,907.0,0
4228,4498_08,Earth,False,G/734/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Kendy Munozanson,False,4498,8,G,734,S,Kendy,Munozanson,8,0.0,1
4232,4505_01,Europa,False,C/165/S,55 Cancri e,53.0,False,0.0,864.0,49.0,39.0,2376.0,Erraid Wirdley,True,4505,1,C,165,S,Erraid,Wirdley,2,3328.0,1
4233,4505_02,Europa,False,C/165/S,TRAPPIST-1e,40.0,False,2.0,76.0,0.0,201.0,,Dabik Wirdley,False,4505,2,C,165,S,Dabik,Wirdley,2,279.0,1
4235,4508_01,Mars,False,F/926/P,55 Cancri e,54.0,False,433.0,0.0,867.0,19.0,1.0,Bants Pepie,False,4508,1,F,926,P,Bants,Pepie,3,1320.0,1
4236,4508_02,Mars,False,E/283/P,TRAPPIST-1e,21.0,False,572.0,584.0,128.0,14.0,0.0,Eet Pepie,False,4508,2,E,283,P,Eet,Pepie,3,1298.0,1
4237,4508_03,Mars,False,F/926/P,TRAPPIST-1e,25.0,False,1340.0,0.0,8.0,0.0,0.0,Cornys Pepie,False,4508,3,F,926,P,Cornys,Pepie,3,1348.0,1
4238,4509_01,Mars,False,E/295/S,TRAPPIST-1e,48.0,False,137.0,0.0,877.0,0.0,0.0,Cats Sopie,True,4509,1,E,295,S,Cats,Sopie,3,1014.0,1
4239,4509_02,Mars,False,D/144/S,PSO J318.5-22,41.0,False,,0.0,1127.0,8.0,0.0,Sunk Sopie,True,4509,2,D,144,S,Sunk,Sopie,3,1135.0,1
4240,4509_03,Mars,False,D/144/S,TRAPPIST-1e,13.0,False,27.0,0.0,3246.0,0.0,0.0,Ecco Sopie,True,4509,3,D,144,S,Ecco,Sopie,3,3273.0,1
4242,4511_01,Europa,True,B/178/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Gemmark Crueld,True,4511,1,B,178,S,Gemmark,Crueld,2,0.0,1
4243,4511_02,Europa,True,B/178/S,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Atrino Crueld,True,4511,2,B,178,S,Atrino,Crueld,2,0.0,1
4246,4515_01,Earth,False,G/739/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lynnie Fryersonis,False,4515,1,G,739,P,Lynnie,Fryersonis,2,0.0,1
4247,4515_02,Earth,False,G/739/P,55 Cancri e,15.0,False,6.0,1740.0,2184.0,0.0,0.0,Samie Fryersonis,True,4515,2,G,739,P,Samie,Fryersonis,2,3930.0,1
4260,4535_01,Earth,False,F/934/P,TRAPPIST-1e,20.0,False,631.0,93.0,0.0,0.0,0.0,Randa Cardners,False,4535,1,F,934,P,Randa,Cardners,2,724.0,1
4261,4535_02,Earth,False,G/742/P,TRAPPIST-1e,20.0,False,25.0,0.0,796.0,44.0,44.0,Jerrye Cardners,False,4535,2,G,742,P,Jerrye,Cardners,2,909.0,1
4264,4539_01,Earth,False,G/740/S,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Sanda Carterson,True,4539,1,G,740,S,Sanda,Carterson,2,0.0,1
4265,4539_02,Earth,True,G/740/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Arla Carterson,True,4539,2,G,740,S,Arla,Carterson,2,0.0,1
4266,4542_01,Europa,True,B/150/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Coxak Sterve,True,4542,1,B,150,P,Coxak,Sterve,2,0.0,0
4267,4542_02,Europa,True,B/150/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Arrai Stracary,True,4542,2,B,150,P,Arrai,Stracary,2,0.0,0
4288,4569_01,Europa,True,B/151/P,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Wasatan Honchoe,True,4569,1,B,151,P,Wasatan,Honchoe,2,0.0,1
4289,4569_02,Europa,,B/151/P,55 Cancri e,37.0,False,0.0,2235.0,7.0,4098.0,89.0,Aldah Honchoe,False,4569,2,B,151,P,Aldah,Honchoe,2,6429.0,1
4299,4581_01,Europa,False,B/181/S,TRAPPIST-1e,33.0,False,0.0,4592.0,0.0,209.0,954.0,Skatzn Entedraved,True,4581,1,B,181,S,Skatzn,Entedraved,2,5755.0,1
4300,4581_02,Europa,False,B/181/S,55 Cancri e,37.0,False,0.0,2337.0,0.0,204.0,76.0,Neutrin Entedraved,True,4581,2,B,181,S,Neutrin,Entedraved,2,2617.0,1
4305,4592_01,Mars,False,F/862/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Crunch Carté,True,4592,1,F,862,S,Crunch,Carté,4,0.0,1
4306,4592_02,Mars,True,F/862/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Eal Carté,True,4592,2,F,862,S,Eal,Carté,4,0.0,1
4307,4592_03,Mars,True,F/862/S,,29.0,False,0.0,0.0,0.0,0.0,0.0,Phios Carté,True,4592,3,F,862,S,Phios,Carté,4,0.0,1
4308,4592_04,Mars,True,F/862/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Pil Carté,True,4592,4,F,862,S,Pil,Carté,4,0.0,1
4310,4594_01,Europa,False,C/144/P,TRAPPIST-1e,64.0,False,77.0,2424.0,0.0,3001.0,127.0,Tabius Folhal,False,4594,1,C,144,P,Tabius,Folhal,4,5629.0,1
4311,4594_02,Europa,False,C/144/P,TRAPPIST-1e,31.0,False,0.0,6670.0,217.0,625.0,20336.0,Tabiton Folhal,False,4594,2,C,144,P,Tabiton,Folhal,4,27848.0,1
4312,4594_03,Europa,False,C/144/P,TRAPPIST-1e,27.0,False,267.0,2802.0,0.0,54.0,77.0,Minoton Folhal,True,4594,3,C,144,P,Minoton,Folhal,4,3200.0,1
4313,4594_04,Europa,False,C/144/P,TRAPPIST-1e,,False,0.0,4516.0,0.0,6167.0,5308.0,Furus Coudered,False,4594,4,C,144,P,Furus,Coudered,4,15991.0,0
4318,4603_01,Europa,,C/171/S,55 Cancri e,26.0,False,0.0,3593.0,47.0,19.0,229.0,Hamakan Namsheary,True,4603,1,C,171,S,Hamakan,Namsheary,2,3888.0,1
4319,4603_02,Europa,False,C/171/S,TRAPPIST-1e,36.0,False,1.0,5234.0,343.0,277.0,12682.0,Kabih Namsheary,False,4603,2,C,171,S,Kabih,Namsheary,2,18537.0,1
4322,4606_01,Europa,False,C/172/S,TRAPPIST-1e,22.0,False,165.0,36.0,0.0,3044.0,556.0,Props Pumpeshaft,False,4606,1,C,172,S,Props,Pumpeshaft,2,3801.0,1
4323,4606_02,Europa,,C/172/S,55 Cancri e,24.0,False,25.0,3291.0,0.0,6075.0,179.0,Gatrino Pumpeshaft,False,4606,2,C,172,S,Gatrino,Pumpeshaft,2,9570.0,1
4338,4625_01,Europa,False,B/183/S,TRAPPIST-1e,31.0,False,0.0,2520.0,1.0,1.0,0.0,Mothab Ineedeve,True,4625,1,B,183,S,Mothab,Ineedeve,7,2522.0,1
4339,4625_02,Europa,True,B/183/S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Naosa Ineedeve,True,4625,2,B,183,S,Naosa,Ineedeve,7,0.0,1
4340,4625_03,Europa,False,,TRAPPIST-1e,52.0,False,0.0,3275.0,111.0,51.0,18.0,Shaton Ineedeve,True,4625,3,,,,Shaton,Ineedeve,7,3455.0,1
4341,4625_04,Europa,True,B/183/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Auvara Ineedeve,True,4625,4,B,183,S,Auvara,Ineedeve,7,0.0,1
4342,4625_05,Europa,True,B/183/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Azharga Ineedeve,True,4625,5,B,183,S,Azharga,Ineedeve,7,0.0,1
4343,4625_06,,False,B/183/S,TRAPPIST-1e,27.0,False,0.0,453.0,137.0,1331.0,1660.0,Sabih Ineedeve,False,4625,6,B,183,S,Sabih,Ineedeve,7,3581.0,1
4344,4625_07,Europa,True,B/183/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Sadiram Ineedeve,True,4625,7,B,183,S,Sadiram,Ineedeve,7,0.0,1
4348,4632_01,Europa,True,C/176/S,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Bellus Dightent,True,4632,1,C,176,S,Bellus,Dightent,5,0.0,1
4349,4632_02,Europa,True,C/176/S,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,Azhasim Dightent,True,4632,2,C,176,S,Azhasim,Dightent,5,0.0,1
4350,4632_03,Europa,False,C/176/S,55 Cancri e,26.0,False,0.0,431.0,28.0,10941.0,26.0,Cellus Dightent,False,4632,3,C,176,S,Cellus,Dightent,5,11426.0,1
4351,4632_04,Europa,False,C/176/S,TRAPPIST-1e,52.0,False,2.0,364.0,0.0,2144.0,1804.0,Alraium Syncepul,False,4632,4,C,176,S,Alraium,Syncepul,5,4314.0,0
4352,4632_05,Europa,False,C/176/S,,36.0,False,0.0,551.0,0.0,5270.0,22.0,Ankabih Dightent,False,4632,5,C,176,S,Ankabih,Dightent,5,5843.0,1
4363,4645_01,Europa,False,B/184/S,TRAPPIST-1e,48.0,False,0.0,9633.0,0.0,1.0,2.0,Aton Bacistion,True,4645,1,B,184,S,Aton,Bacistion,2,9636.0,1
4364,4645_02,Europa,True,B/184/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Okula Bacistion,True,4645,2,B,184,S,Okula,Bacistion,2,0.0,1
4373,4655_01,Europa,True,B/154/P,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,Ainkard Seflock,True,4655,1,B,154,P,Ainkard,Seflock,2,0.0,1
4374,4655_02,,True,B/154/P,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Rotan Seflock,True,4655,2,B,154,P,Rotan,Seflock,2,0.0,1
4375,4656_01,Earth,False,F/875/S,TRAPPIST-1e,23.0,False,0.0,1125.0,0.0,,993.0,Alvira Miranciash,False,4656,1,F,875,S,Alvira,Miranciash,2,2118.0,1
4376,4656_02,Earth,False,G/763/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Vanney Miranciash,False,4656,2,G,763,S,Vanney,Miranciash,2,0.0,1
4378,4658_01,Europa,False,D/147/S,TRAPPIST-1e,26.0,False,0.0,823.0,0.0,1821.0,1508.0,Taurah Bradiary,False,4658,1,D,147,S,Taurah,Bradiary,2,4152.0,1
4379,4658_02,Europa,False,D/147/S,TRAPPIST-1e,38.0,False,0.0,93.0,0.0,0.0,7303.0,Ruchban Bradiary,False,4658,2,D,147,S,Ruchban,Bradiary,2,7396.0,1
4381,4661_01,Earth,False,F/948/P,,30.0,False,77.0,2325.0,5.0,117.0,1.0,Mamina Moodman,True,4661,1,F,948,P,Mamina,Moodman,7,2525.0,1
4382,4661_02,Earth,True,G/757/P,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Sharie Moodman,False,4661,2,G,757,P,Sharie,Moodman,7,0.0,1
4383,4661_03,Earth,True,G/757/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Fery Walston,True,4661,3,G,757,P,Fery,Walston,7,0.0,0
4384,4661_04,Earth,True,G/757/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Denne Moodman,False,4661,4,G,757,P,Denne,Moodman,7,0.0,1
4385,4661_05,Earth,False,F/948/P,TRAPPIST-1e,30.0,False,0.0,0.0,3.0,3434.0,0.0,Lison Mayson,False,4661,5,F,948,P,Lison,Mayson,7,3437.0,0
4386,4661_06,Earth,True,G/757/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,,0.0,Idace Moodman,False,4661,6,G,757,P,Idace,Moodman,7,0.0,1
4387,4661_07,Earth,False,G/757/P,TRAPPIST-1e,2.0,,0.0,0.0,0.0,0.0,0.0,Ianna Moodman,False,4661,7,G,757,P,Ianna,Moodman,7,0.0,1
4388,4662_01,Europa,False,C/148/P,TRAPPIST-1e,32.0,False,45.0,985.0,0.0,0.0,6803.0,Dirk Uningably,False,4662,1,C,148,P,Dirk,Uningably,3,7833.0,1
4389,4662_02,Europa,True,C/148/P,,53.0,False,0.0,0.0,0.0,0.0,0.0,Batares Uningably,True,4662,2,C,148,P,Batares,Uningably,3,0.0,1
4390,4662_03,Europa,False,,TRAPPIST-1e,46.0,False,0.0,3856.0,0.0,1.0,312.0,Dyonium Ingwhed,True,4662,3,,,,Dyonium,Ingwhed,3,4169.0,0
4391,4663_01,Earth,True,G/765/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Lonna Cartez,True,4663,1,G,765,S,Lonna,Cartez,6,0.0,1
4392,4663_02,Earth,True,G/765/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Dia Cartez,True,4663,2,G,765,S,Dia,Cartez,6,0.0,1
4393,4663_03,Earth,True,G/765/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Nelsie Roachoanand,True,4663,3,G,765,S,Nelsie,Roachoanand,6,0.0,0
4394,4663_04,Earth,False,G/765/S,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Isa Cartez,True,4663,4,G,765,S,Isa,Cartez,6,0.0,1
4395,4663_05,Earth,True,G/765/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Eilace Cartez,True,4663,5,G,765,S,Eilace,Cartez,6,0.0,1
4396,4663_06,Earth,True,G/765/S,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Bobina Cartez,True,4663,6,G,765,S,Bobina,Cartez,6,0.0,1
4400,4668_01,Europa,True,C/180/S,55 Cancri e,64.0,False,0.0,0.0,0.0,0.0,0.0,Syrmion Scerodbox,True,4668,1,C,180,S,Syrmion,Scerodbox,2,0.0,1
4401,4668_02,Europa,True,C/180/S,55 Cancri e,27.0,True,0.0,0.0,0.0,0.0,0.0,Sadrus Scerodbox,True,4668,2,C,180,S,Sadrus,Scerodbox,2,0.0,1
4408,4680_01,Mars,False,D/155/P,TRAPPIST-1e,17.0,False,,0.0,38.0,0.0,2.0,Dakes Colte,False,4680,1,D,155,P,Dakes,Colte,4,40.0,1
4409,4680_02,Mars,True,F/952/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Watros Colte,True,4680,2,F,952,P,Watros,Colte,4,0.0,1
4410,4680_03,Mars,,F/952/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,,True,4680,3,F,952,P,,,4,0.0,0
4411,4680_04,Mars,False,D/155/P,TRAPPIST-1e,37.0,False,1144.0,4.0,34.0,0.0,0.0,Meass Colte,False,4680,4,D,155,P,Meass,Colte,4,1182.0,1
4415,4690_01,Europa,True,B/156/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Mediah Dishocatal,True,4690,1,B,156,P,Mediah,Dishocatal,2,0.0,1
4416,4690_02,Europa,False,,TRAPPIST-1e,27.0,False,14327.0,1487.0,0.0,1.0,0.0,Tope Dishocatal,False,4690,2,,,,Tope,Dishocatal,2,15815.0,1
4418,4693_01,Europa,False,B/186/S,TRAPPIST-1e,29.0,True,0.0,920.0,0.0,2052.0,3687.0,Atrino Rewmid,False,4693,1,B,186,S,Atrino,Rewmid,2,6659.0,1
4419,4693_02,Europa,True,B/186/S,55 Cancri e,65.0,False,0.0,0.0,0.0,0.0,0.0,Schird Rewmid,True,4693,2,B,186,S,Schird,Rewmid,2,0.0,1
4421,4695_01,Mars,False,F/882/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Cobix Snoff,True,4695,1,F,882,S,Cobix,Snoff,3,0.0,1
4422,4695_02,Mars,False,F/882/S,TRAPPIST-1e,21.0,False,3148.0,0.0,1.0,0.0,0.0,Wifts Snoff,False,4695,2,F,882,S,Wifts,Snoff,3,3149.0,1
4423,4695_03,Mars,True,F/882/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Whex Snoff,True,4695,3,F,882,S,Whex,Snoff,3,0.0,1
4427,4706_01,Earth,True,G/762/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Andra Medington,False,4706,1,G,762,P,Andra,Medington,2,0.0,1
